series_id,reading_id,wavelength_nm,value
pr655,repeat_04,428,0.025499999499999999
pr655,repeat_04,432,0.027370000299999999
pr655,repeat_04,436,0.029969999600000002
pr655,repeat_04,440,0.028589999299999998
pr655,repeat_04,444,0.027829999099999999
pr655,repeat_04,448,0.0276599992
pr655,repeat_04,452,0.028610000399999998
pr655,repeat_04,456,0.030959999200000001
pr655,repeat_04,460,0.033220000600000001
pr655,repeat_04,464,0.033759999999999998
pr655,repeat_04,468,0.033390000500000003
pr655,repeat_04,472,0.033119998900000003
pr655,repeat_04,476,0.032600000499999997
pr655,repeat_04,480,0.032060000999999998
pr655,repeat_04,484,0.0315500014
pr655,repeat_04,488,0.032650001300000002
pr655,repeat_04,492,0.033659998300000001
pr655,repeat_04,496,0.034370001400000003
pr655,repeat_04,500,0.035700000799999999
pr655,repeat_04,504,0.038210000799999998
pr655,repeat_04,508,0.0371700004
pr655,repeat_04,512,0.035689998399999999
pr655,repeat_04,516,0.035859998300000001
pr655,repeat_04,520,0.035650000000000001
pr655,repeat_04,524,0.035480000099999999
pr655,repeat_04,528,0.039000000799999997
